QID-DocID,TF-IDF,Okapi TF,BM25,Laplace,Jelinek-Mercer,Label
200-1138,0.420573,0.472658,1.172608,-101.888829,-56.980205,2
200-1071,0.001,0,0,0,0,-1
201-552,0.230759,0.298026,0.705872,-33.614734,-17.678405,2
201-625,0.001,0.001,0.001,0,0,2
201-1296,0.001,0.001,0.001,0,0,2
201-93,0.001,0.001,0.001,0,0,3
201-1151,0.286093,0.36949,0.84168,-33.555519,-17.570165,3
201-401,0.174005,0.225799,0.554542,-33.710784,-17.771088,3
201-110,0.171927,0.222045,0.549115,-33.7174,-17.763131,4
201-1391,0.224108,0.290815,0.688286,-33.622263,-17.70392,4
201-423,0.001,0.001,0.001,0,0,4
201-541,0.001,0.001,0.001,0,0,3
201-1295,0.395413,0.51311,1.485417,-33.167606,-17.410616,3
201-318,0.001,0.001,0.001,0,0,3
201-1304,0.261429,0.339245,0.781766,-33.577638,-17.640798,4
201-160,0.157441,0.204305,0.508082,-33.751772,-17.789935,4
201-369,0.212781,0.276117,0.658907,-33.638777,-17.720637,4
201-482,0.001,0.001,0.001,0,0,4
201-1140,0.001,0,0,0,0,-1
202-1303,0.001,0.001,0.001,0,0,2
202-1304,0.261429,0.339245,0.781766,-33.577638,-17.22162,2
202-1309,0.215755,0.279976,0.666667,-33.63428,-17.297167,2
202-1306,0.001,0.001,0.001,0,0,3
202-1308,0.001,0.001,0.001,0,0,3
202-605,0.001,0.001,0.001,0,0,3
202-602,0.001,0.001,0.001,0,0,4
202-603,0.001,0.001,0.001,0,0,4
202-604,0.001,0.001,0.001,0,0,4
202-1110,0.198572,0.321978,0.599428,-33.592063,-17.31162,2
202-1305,0.001,0.001,0.001,0,0,4
202-1310,0.149659,0.242667,0.472335,-33.68347,-17.379791,4
202-48,0.001,0.001,0.001,0,0,4
202-232,0.001,0.001,0.001,0,0,4
202-1285,0.001,0,0,0,0,-1
203-58,0.562366,1.091824,1.824333,-100.404779,-59.601269,3
203-1305,0.001,0.001,0.001,0,0,3
203-1306,0.001,0.001,0.001,0,0,3
203-602,0.001,0.348088,0.001,-102.098653,0,4
203-603,0.001,0.001,0.001,0,0,4
203-604,0.001,0.001,0.001,0,0,4
203-1307,0.35456,0.820797,1.490056,-100.796114,-59.892773,3
203-1310,0.394636,0.900499,1.731279,-100.490793,-59.80518,3
203-19,0.001,0.001,0.001,0,0,3
203-232,1.397399,1.782425,5.477196,-98.034943,-57.687787,4
203-323,0.001,0.001,0.001,0,0,4
203-688,0.361045,0.836686,1.509892,-100.767115,-59.88038,4
203-122,0.342703,0.805518,1.361085,-100.923069,-59.910761,3
203-1188,0.828001,0.645685,2.498299,-101.467062,-58.766163,4
203-1285,0.232857,0,0,0,0,-1
204-572,0.37207,0.704864,1.641416,-40.759932,-21.468553,2
204-1311,0.001,0.001,0.001,0,0,2
204-63,0.109868,0.35847,0.325145,-42.127237,-21.722497,3
204-540,0.277899,0.602024,0.848658,-41.494788,-21.588063,3
204-602,0.106686,0.348088,0.317502,-42.13677,-21.728982,4
204-603,0.088067,0.287339,0.270999,-42.205814,-21.760406,4
204-604,0.001,0.001,0.001,0,0,4
204-1305,0.001,0.001,0.001,0,0,4
204-1188,0.001,0.001,0.001,0,0,4
204-307,0.380811,0.881792,1.252427,-41.030532,-21.398819,4
204-1213,0.266885,0.432745,1.044273,-41.816292,-21.564985,4
204-655,0.174801,0.570329,0.638512,-41.689223,-21.568391,4
204-1355,0.001,0.001,0.001,0,0,4
204-68,0.202155,0.65958,0.809046,-41.406341,-21.470192,4
204-1285,0.001,0,0,0,0,-1
205-1321,0.105228,0.25999,0.328838,-59.423023,-32.325873,2
205-1322,0.082727,0.269916,0.257073,-59.400816,-32.304725,2
205-1287,0.001,0,0,0,0,-1
206-1338,0.284834,0.001,0.001,0,-123.096493,2
206-1341,0.545362,0.578829,1.676242,-195.935963,-122.752962,2
206-1340,0.001,0.001,0.001,0,0,3
206-1290,0.487497,0,0,0,0,-1
208-163,0.28946,0.408609,0.934123,-76.114774,-39.793278,3
208-1344,0.320725,0.288719,0.986173,-76.521602,-39.617759,3
208-1345,0.001,0.001,0.001,0,0,3
208-164,0.504945,0.488292,1.592295,-75.956092,-39.542668,4
208-1347,0.001,0.001,0.001,0,0,4
208-1346,0.161309,0.388605,0.469764,-76.338776,-39.881473,3
208-1291,0.749208,0,0,0,0,-1
209-1351,0.546574,0.999741,1.997897,-100.27055,-53.922907,2
209-1356,0.57364,0.999018,2.311477,-100.052134,-53.749089,2
209-1350,1.257248,2.124316,4.55959,-98.450963,-52.696138,3
209-187,0.630214,1.366367,2.628993,-99.296492,-53.926952,3
209-487,0.220376,0.544492,0.815164,-101.638205,-54.226804,3
209-45,0.292435,0.497191,1.107325,-101.73426,-54.08855,4
209-55,0.423422,1.037151,1.615086,-100.480069,-54.008645,4
209-316,0.235069,0.566298,0.860335,-101.599106,-54.148072,4
209-1383,0.001,0.001,0.512861,0,-54.272404,3
209-1385,0.001,0.001,0.001,0,0,3
209-1106,0.99101,1.486529,3.683933,-99.609174,-53.308742,4
209-1228,0.379588,0.383643,1.10835,-102.025286,-53.783052,4
209-1292,0.747887,0,0,0,0,-1
210-1171,0.305535,0.754896,1.261178,-41.154329,-25.369946,2
210-891,0.320929,0.79293,1.472669,-40.657393,-25.368074,3
210-1172,0.443314,0.650931,1.335674,-41.466427,-25.496455,3
210-1173,0.790287,1.025261,3.194506,-40.529236,-24.913853,3
210-1030,0.001,0.001,0.001,0,0,4
210-1174,0.001,0.001,0.001,0,0,3
210-1145,0.315451,0,0,0,0,-1
211-891,0.721173,0.81281,2.605167,-66.775629,-35.043654,2
211-1172,1.700735,1.727432,7.080778,-64.31586,-33.694027,2
211-1173,1.839805,1.91913,7.63032,-64.031104,-33.438203,3
211-1174,1.261276,1.079988,4.069828,-66.611717,-33.485141,3
211-763,1.048692,0.996808,3.507787,-66.653396,-34.53053,3
211-769,1.729491,1.739191,6.201203,-65.243973,-33.487499,4
211-1030,0.42689,0.504395,1.171373,-67.669988,-35.037437,4
211-1031,0.379393,0.396293,1.100389,-67.770462,-35.244399,4
211-1033,0.001,0.001,0.001,0,0,4
211-1052,0.927091,0.828549,4.112507,-66.370331,-34.138407,4
211-1068,1.216858,1.140224,4.874751,-65.864391,-34.140368,4
211-1145,1.470303,0,0,0,0,-1
212-888,0.535836,0.559705,1.967399,-84.492414,-60.370807,2
212-889,1.470549,1.538944,6.645679,-81.486622,-59.201263,2
212-1178,0.723634,0.755868,3.130177,-83.808851,-59.878471,2
212-885,1.604309,1.537001,6.698153,-82.065657,-58.046852,3
212-887,2.509227,1.973483,9.777237,-81.475562,-56.335103,3
212-886,0.727496,0.633453,2.57877,-84.396055,-59.753623,3
212-841,1.445032,1.364482,5.398932,-83.00395,-58.545503,4
212-1176,0.001,0.001,0.001,0,0,4
212-1177,0.634936,0.66322,2.536804,-84.193217,-60.140335,4
212-890,2.051909,1.691627,7.713444,-81.942342,-57.446027,3
212-769,2.170982,1.739191,7.478532,-82.34948,-56.900917,3
212-891,1.023693,1.60574,4.033671,-81.720251,-59.710721,3
212-1173,1.380834,1.539469,5.411761,-82.262445,-59.318393,3
212-843,1.40445,1.528336,5.623538,-82.226426,-59.268822,3
212-1146,0.504038,0,0,0,0,-1
213-888,0.535836,0.559705,1.967399,-58.815106,-28.77582,1
213-885,1.583783,1.537001,6.617336,-56.406239,-26.829905,2
213-887,1.595897,1.531637,6.846741,-56.343587,-27.022421,2
213-889,1.767872,2.016169,8.250986,-54.207313,-27.487424,2
213-1178,0.723634,0.755868,3.130177,-58.128668,-28.283485,3
213-769,1.361316,1.30417,5.154721,-57.384367,-27.639934,3
213-1173,1.365651,1.539469,5.354756,-56.563352,-27.977947,3
213-1177,0.634936,0.66322,2.536804,-58.519364,-28.545348,4
213-886,0.938008,0.838305,4.044915,-57.900357,-27.74463,3
213-890,1.603167,1.533253,7.103631,-56.029832,-27.046007,3
213-843,1.674259,1.928458,7.094538,-55.379343,-27.563181,3
213-1146,0.504038,0,0,0,0,-1
214-833,0.001,0.001,0.001,0,0,3
214-1361,0.905085,0.509845,3.405589,-135.975397,-84.466935,3
214-1362,0.001,0.001,0.001,0,0,3
214-1363,3.299264,2.334711,12.029167,-131.908426,-80.234827,3
214-1294,0.600258,0,0,0,0,-1
215-37,0.567762,1.161729,1.862449,-100.345688,-57.858207,4
215-35,0.992028,1.819937,3.425255,-98.92517,-57.33826,4
215-535,0.001,0,0,0,0,-1
216-156,0.001,0.001,0.001,0,0,1
216-506,0.410076,0,0,0,0,-1
217-666,0.188159,0.346083,0.560578,-76.404131,-49.338149,1
217-667,0.001,0.001,0.001,0,0,1
217-1258,0.743848,0.953189,3.01071,-74.862979,-48.806182,2
217-1394,0.200885,0.36949,0.590998,-76.366352,-49.318758,2
217-668,0.001,0.001,0.001,0,0,3
217-670,0.001,0.001,0.001,0,0,3
217-1204,0.695982,0.476524,3.043362,-75.996026,-48.003137,3
217-1391,0.816218,0.741406,3.037094,-75.417914,-47.932433,4
217-1395,0.402294,0.449669,1.134868,-76.265985,-49.109158,1
217-1300,0.762992,0.778587,3.05412,-75.153496,-48.879976,3
217-37,0.001,0.001,0.001,0,0,3
217-559,0.229051,0.421297,0.655692,-76.297254,-49.264712,3
217-630,0.197246,0.362798,0.582379,-76.376671,-49.324567,3
217-1107,0.001,0.001,0.001,0,0,3
217-1213,0.001,0.001,0.001,0,0,3
217-1191,0.565273,0,0,0,0,-1
218-24,0.200569,0.411978,0.793314,-59.018862,-31.579353,1
218-101,0.193521,0.229244,0.615509,-59.503424,-31.502793,1
218-666,0.001,0.001,0.001,0,0,3
218-667,0.289364,0.594369,1.285978,-58.488449,-31.445361,3
218-93,0.001,0.001,0.001,0,0,3
218-1258,0.805729,1.116527,3.381714,-57.30961,-30.975876,4
218-1393,0.001,0.001,0.001,0,0,1
218-559,0.001,0.001,0.001,0,0,3
218-630,0.449462,0.532431,1.672408,-58.84458,-30.979907,3
218-662,0.001,0.001,0.001,0,0,3
218-1104,0.724759,0.982804,3.248371,-57.293294,-31.143219,3
218-1107,0.637941,0.52973,2.716436,-58.701123,-30.843199,3
218-1204,0.17855,0.232797,0.566728,-59.493102,-31.54945,3
218-1213,0.259804,0.53365,1.104145,-58.694572,-31.497116,3
218-1300,0.348279,0.389294,1.3941,-59.063059,-31.499473,3
218-1191,1.104159,0,0,0,0,-1
219-1391,0.400195,0.551611,1.68591,-75.823379,-44.74258,1
219-666,0.493847,0.692167,1.471309,-75.710984,-44.765707,2
219-667,0.001,0.001,0.001,0,0,2
219-1258,0.001,0.001,0.001,0,0,2
219-1078,0.24682,0.340206,0.737695,-76.414407,-45.019363,3
219-1080,0.281025,0.387352,0.818945,-76.340502,-44.936926,3
219-1081,0.001,0.001,0.001,0,0,3
219-1394,0.001,0.001,0.001,0,0,2
219-1395,0.001,0.001,0.001,0,0,2
219-1214,0.001,0.001,0.001,0,0,3
219-1198,0.488047,0.652945,1.768341,-75.527251,-44.844348,3
219-1204,0.163297,0.232797,0.518314,-76.689173,-45.191275,3
219-1300,0.198422,0.241691,0.626587,-76.657574,-45.125768,3
219-559,0.001,0.001,0.001,0,0,3
219-630,0.523515,0.362798,1.545702,-76.376671,-44.094819,3
219-662,0.001,0.001,0.001,0,0,3
219-1107,0.637941,0.52973,2.716436,-75.868957,-44.445971,3
219-1213,0.001,0.001,0.001,0,0,3
219-1191,0.264008,0,0,0,0,-1
223-400,0.001,0.001,0.001,0,0,3
223-1387,0.001,0.001,0.001,0,0,3
223-1392,0.340303,0.45588,1.083177,-84.614332,-40.751209,3
223-1398,0.708431,0.593111,2.168801,-84.387177,-39.910714,3
223-1396,0.332524,0,0,0,0,-1
224-656,0.305762,0.547205,0.948179,-67.283543,-35.216821,3
224-1313,0.619362,1.015691,2.937036,-65.010911,-34.974073,3
224-1317,0.529552,0.683917,1.833739,-67.253626,-34.206954,3
224-1316,0.295781,0.606364,1.307011,-67.049914,-35.126309,4
224-1318,0.339764,0.696531,1.336895,-67.037277,-34.910736,3
224-1319,0.241759,0.597323,1.072901,-67.067881,-35.234255,3
224-1157,0.382788,0.775439,1.316598,-66.807408,-35.1521,3
224-1274,0.243575,0.60181,1.078652,-67.058903,-35.230342,3
224-1286,0.001,0,0,0,0,-1
225-1379,0.001,0.001,0.001,0,0,2
225-1305,0.001,0.001,0.001,0,0,2
225-1304,0.530679,1.017736,1.58692,-66.462128,-28.287223,2
225-40,1.208144,2.325642,4.841309,-63.284074,-27.450267,3
225-293,1.101181,2.152228,4.121649,-63.943685,-27.617325,3
225-1309,0.68113,1.483608,2.823344,-64.848191,-28.168757,3
225-161,0.001,0.001,0.001,0,0,4
225-421,0.495601,1.041077,1.894698,-66.07186,-28.143441,4
225-1377,0.001,0.001,0.001,0,0,4
225-1378,0.280288,0.692517,1.104888,-67.041907,-28.284669,3
225-1381,1.269248,2.695109,5.659767,-60.803968,-27.663302,3
225-225,0.905002,1.385707,4.100719,-64.316747,-27.963874,3
225-1380,0.451577,0.716429,1.428374,-66.685635,-28.364678,4
225-448,1.053544,1.393955,3.813118,-65.631398,-26.920135,3
225-449,0.545165,1.008288,1.842198,-66.647235,-27.97868,3
225-1124,0.300347,0.742079,1.246851,-66.829556,-28.216546,3
225-1280,0.99934,1.374277,4.162318,-64.948618,-27.815901,3
225-433,1.009243,1.454918,4.702098,-63.755682,-27.678145,3
225-923,0.863744,1.376549,3.813616,-65.086475,-27.776941,3
225-924,1.481945,2.492346,6.576679,-61.883868,-27.050464,3
225-1062,1.705528,2.731562,6.449693,-62.932644,-26.648809,3
225-1074,1.370387,2.246715,5.149066,-63.428247,-27.457529,3
225-1075,1.192323,1.989364,5.046222,-63.193531,-27.555233,3
225-1213,0.998471,2.017924,4.142045,-63.36553,-27.880461,3
225-1188,1.494131,0,0,0,0,-1
